text,class
银行利息还可以,1
羊卡吧young卡还是不错的,1
额度很优秀，不错。如果再申请，极好兴业和华夏都不错,1
见鬼了，建设银行10K都批不了,0
分期通是信用卡额度的三倍，你一万的信用卡额度那么分期通就是三万，等你什么时候看到分期通额度跟你信用卡额度不一样了，在试试提额。这也是我很早以前看到一个老哥发出来...,2
？？？这是哪个银行，有点坑人啊,0
小事儿能判刑8个月？属地化坑死人啊,0
我也周五申请的，你到了吗兴业的,2
找到了找回谢谢老哥平时压根就懒得去看中信的鸡肋活动,0
带发工资呢那的工资被扣了太惨了,0
兴业兴业一生黑,0
【建行支付白、旅行白】50K,2
听谁说的？没有这回事，我就一直申请一直爽！,1
兴业银行就很恶心。我找了上海银监局，兴业银行逗我裁撤再谈，结果我中套了,0
没有啊，就是就是指周六收到其他地方手机号打来说某些叫我还钱，不还就起诉了,0
那时手里还是张普卡，刷了两年不到三年额度就登顶。,1
手机银行支持？,2
超过90天，取消?新埃了,0
不要申二卡。我也以为申卡可以曲线，无奈不光没曲线提额，新卡片额度反而比之前的低。多了一个信用卡审批记录。真不如一开始就直接撸出调平！...,2
我是15500，他说现在不还就起诉我，网贷坑人啊,0
那些说取款消费时爽，还款时候绝望的回帖，这不是招商银行信用卡的锅，这是整个信用卡的构造！如果不能克制自己的消费欲望，那么可以考虑不办信用卡，而不是埋怨信用卡给自己带来绝望。,0
兴业是真坑准备还回完注销了,0
电话上帮说什么费率吗？我感觉是稳的，这个卡办是有你在下来银行的忙，银行在求你办呢,1
了玩币楼主吧？突然32800的收入。开心吧,1
拉卡拉还封顶啊？那不错啊，我也是20万，准备4万一刷，分两次刷出来。来不及出现什么难题吧？,1
卧槽这谁敢给你容许…脑子有水吧,0
我的中国银行也冻结5天了。完全没要解的意思。被ga冻结的,0
，房贷征信上能或许吧，查到房产证还能有些用，发票不一定能行，我首卡工行昨天也拒了，也想着重新去线下提供购房发票试试靠不住感觉有点有...,0
卧槽。我，月23申请没，现在完全没动静6这浦发的效率也是的谁了,0
谈谈心，分个万儿八千的就行，要求不高,2
什么卡种不说，明显也是没就去申请，不排除业务员忽悠,0
优惠这方面，小招一直不错的。搞“周三便利店五折活动的时候经常趁周三去711便利店薅5折优惠（每单5元封顶），每月可以薅...,1
有坑，和我没什么的网上申请自己区别,0
我有张浙江大学的，额度还挺高,1
请问这种鸡怎么截屏的啊，完全的搞不懂，心累,0
最近不幸的遭遇一次手机被盗，为了安全把所有银行卡换了一遍，其他所有银行二话不说都给我换了，唯独神经病一样的交行客服,0
啥记仇不记仇的??要是资质好??哪家银行都争着抢着要客户说白了还是自己不值钱??跟找工作一个道理我认为拒就一个原因自己不够幼稚??...,2
两家都是野鸡行，很强一定要选，那就留广发。,0
对，而且我不过还拒绝了。因为用不上他家储蓄卡,0
突然突然感觉招商看不起我,0
去年6能批，今年疫情开始就是4个点的良心利率不像好像中行中房贷的直接个点，。建行快贷容易套路。在一年有地方支用，最好的随意是就在有效期一年内的最后一天支用，都还...,1
牛车，我的车贷还完了,2
没黑，招商佛系，别刷小额太承揽多，招商不喜欢,0
现在那些那些机子扫码有积分啊,2
缺钱用这个，就是用了争取民生不提额，我申请了24，这个半年到一年还清期就当做装修贷吧,0
二星用户，狗日滴，啥时候并升，建行小姐姐,0
我存了3个月的砖??也秒左右拒??转到中行去了,0
祝下卡,2
？？？这是哪个银行，有点尖萼啊,0
0769我没有菩提?问了两个有中信卡的同事，今天既没有,2
的提示很温柔，建设还是可以这个,1
装修贷能贷多少？由什么决定的？还有能贷多少年,2
5行内要申请建设啊不然以后很难很难批卡,0
说没卡了，让办其他的，建行逗都,0
我不想逾期难道非要逾期才行啊,2
吓死我了分期付款，赶紧全部分期了，分了9了有期，就算降了也不至于缓不过来,0
优惠这方面，小招一直的。以前搞周三便利店五折”活动时候经常趁周三去711便利店薅招行5折优惠（每单5元封顶），每月可以薅两次。...,1
我去年9月份网申平安携程卡、卡员申广发犀利卡，秒批。,1
已经很不错了，多提两次就毕业了,1
靠??太坑了吧目前总授信32万??兴业4+1一提妥妥的??这下估计凉了害,0
看不起谁啊呢，提额这么难,0
这怎么搞？办个中国银行的信用卡就这么难么,0
你都试过啥协商??等我如果协商下来告诉你,2
我万年不提的容易姐昨天看了也提额度了,2
批次5k，用的是彩蛋，开心啊,1
我逾期4个月老哥你逾期多久上门边疆地区闭门不见应该没事吧怕去十二个老家那个地方就丢脸了妈的,0
中信拒绝合作每秒,0
大概15年买房的时候自己打印过征信，显示分期还剩多少，所以不知道你在哪里查的！有空我找找当时的征信拍...,2
交通联合确实牛批了。我这里地方银行六七年前就出过一款公交联名卡，把储蓄卡当公交卡用，一张卡，俩账户。公交账户和储蓄账户...,2
我确定是用自己的名字。你敢用别人的名字刷吗？不能吧,2
招行好，我的也是招行，光大被倒过一回也果断注销了！,1
看你聊天好累...需要钱就直接去网点，多问问题。,2
一般体制内企业、世界500强，中层干部以上。50万年薪加持。额度会低么,0
消费五笔免年费是每年都可以，还是就第一年？,2
看来冷冻对民生还是有点用的,0
当时办卡就搬了20砖，主要是100万的行驶证有作用，额度还是满意的,2
不好意思，没看你后边的逾期时间，楼主千万别轻生，你呢啊，只要你人在，就有希冀，赚钱还啊，我朋友杂货铺失败，银行贷款2.3百万还不上，家里房子都卖了，也不够还的，还...,0
申请被拒两次，第三次，50K名额,2
招商更为严重15天严重警告还款??封卡威胁,0
卡员上门一般极为靠谱,1
我中行房贷??首卡批4000??我说啥了??连销了几次??现在预审批都没了搞不好子系统记仇了??房贷现在都就11年了??这又搬了20砖??3个月之后是大象是马如此一来就知道了...,0
等收到领卡短信在就申请网点面签领卡一起办，额度去不会低,0
招商聚润用支付宝比较好,1
乌鲁木齐的吗？我也是啊，额度还是很失望的,1
我前几天去工行一代u盾升级到你发图的这个二代55元。。换张卡5元。。,2
季日均，这砖一个月就行了，开心，哈哈哈,1
欠了十五万看来就得给协商了，注销了以后再重新申请了只能，还有信用卡逾期还清了以后五年才能给办理房贷...,2
我想知道为什么我选择借出后不能进行下一步,2
从文字里老哥还是很潇洒的，羡慕能做自己的人,1
反正工商申了几次都拒了??其他行能下卡??能提额,2
广发首卡必选薅。返现给力方便。100我年犀利了4都了。一年1200,1
招行都换我5年还了。他废我黑屋怕他？？！,0
还有我觉得苏州银行都很多事，各种刁难外地人,0
不介意，反正我的建行就这个样子,2
我是信用卡的现金分期属于贷后,2
现在的你有消息了吗？我等的好焦虑啊,0
泪目啊，我2k的时候直接销了注销安心些,0
这都已经半个多月了，有的大佬说三天或者七天能自动解封，现在感觉遥遥无期,2
你们你这征信，难。。。养养再搞吧,0
中信每秒合作拒绝,0
信用卡支付0.01抽1～10元微信立减金，每月四次,2
不错卡面的,1
史上最无耻最闪烁的银行安全。之前用他家的卡他,0
直接网上申请。?民生普遍比较稳定，筹集的金额也不错,1
下卡难度还好吧，后面大半属实,0
是的我可以是这样感觉，资质也就能申请到不错的额度,1
我也是只差中行，一直不下来，养半年征信10月再战，人员申个中行卡好难,0
公司交社保或者公积金吗，交的话银行就知道，,2
垃圾招商银行。我是被拒了。隔壁民生开了张10万的。,0
没公积金??几乎推不倒老油子,2
本来是给你的。?刚给我卡的人跟我说最好刷别人的卡，然后拿现金,2
我原来都是直接取现出来的，特别方便,2
出去我18年协商现如今的也是一分不少，然后我就一直到现在没管了……坑不坑,0
去年这个时候看论坛民生满屏的提额，一年二连三连的动作一大片，忍不住网申东东了标白，秒批辅信三万，批卡倒是挺赞的，没能问题是一年了，临时现分都没见过，各种姿势用尽，除了没搬砖偶尔没接...,1
雪狼用着10家银行信用卡，觉得招商银行的信用卡app“掌上生活是”体验感最好的非常容易没有之一！其界面简洁，那么上手，也没有，多广告,1
办信用卡，除了四大国有银行（中国建设银行、工商银行、建行、建设银行），平安银行和招商银行也不错。,1
我半年内就一个查询，今天本来想申请的，没敢申，怕过不了，,0
平安不支持跨行控制台还款啊，这个不方便,0
我也是，秒拒，昨天刚点的，还选卡号选了半天，然后保护费芭比娃娃什么的全选了，还以为选了保护费还能有点机会，结果刚点完申请，还没退出手机银行，短信就来了直接秒拒...,2
你逾期多久了？,2
老哥，这个道理我都懂，就是难啊，家家有本难念的经。不知道还3个月最低能不能了，三个月能还上25000。,0
工行，六年了，现在还二十一万多由于是正式工，把我薪金卡锁了，怎么办？有类似的情况吗？,0
平安的我太坑别用，备用金提前还了扣了3%，打电话怼回来了,0
雪狼用着10家外资银行信用卡，觉得招商银行的信用卡app“掌上生存环境”是体验感最合适的，没有之一！其界面简洁，非常容易上手，也没有那么多广告,1
对，我是理想50k，满意了,1
红包是系统发的，只能分12期使用，月息2.1%。,2
别用普诺省，真坑,0
提额，恭喜，你说的哈哈到5000发帖的老哥就是我,1
平安是恶心，我听过贷款人员讲过，你这多个里，有5个是赚的,0
侮辱我呢？固定临时只外壁给一千块。尼玛的。能找客服吗？可鬼浦发的真的是坑啊,0
一年未提了，我想换交通银行，提的快,2
总要存钱，也就是坑钱。。这么坑,0
有能力就去网点，没能力就等，不用着急,2
面签很简单良民证就好首提一般半年咱俩下卡额度一样现在我5万多,2
额??这??和没协商没差别??我打算试试信访??管用的话告诉你，好心累啊,0
广发信用卡在弄免费办理，还送一箱AD钙，感觉是骗人的，有点怕是诈骗的,0
卡很难批。?我申请了15.8名额，两次都没批，只是因为,0
如果发送手机号正确！那一定就是对了，太开心了吧,1
建行不太好生活也不错,1
建行快贷真是个踏实东西！,1
发誓绝对惟一是最难提额卡！,0
只要是正规真实合法商户，除了风险投资类和房产类以外刷什么都可以！,2
主要还是看个人资质，建设银行比较忌讳卡片多,0
民生银行信用卡是很多人的第一张卡，是因为它的确是有很多优点。,1
我的是分期大法，2个月前首提了,2
基本上废了，我都是这样，注销吧,2
办信用卡，除了四大国有银行（中国银行、工商银行、农业银行、建设银行中国建设银行），平安银行和自办招商银行也不错。,1
建行卡是开始额度越低，提额幅度越高，随着额度高了，提额幅度也就低了。,0
我去年9月份网申平安携程卡、卡员申广发犀利，均秒批。,1
没有.黑3年多？出来从0心累，开心,0
已经卡联系我了了让，开心,1
感觉都线下慢,0
这坑货是这样减少的，圆梦金用了之后加到固额上，我有段时间还进去恢复的还是叠加后固额这次没有回收搞操作。然后就开始一次性和，但是，然后也被搞了。但是是已经2了回收...,0
联系招行，招行会给电话你打的放心。。。,2
一直全款没问题，肯定你哪出问题了，现在银行大数据很厉害的。,2
很靠谱，信用卡的羊毛薅起来,1
这东西只隔一层纸，一捅就破。不至于豪爽。有时候被说的心凉凉的,0
招商用京东比较好,1
申晚了，过去两年活动好多，现在基本没了，很鸡肋。,2
那时手里还是张普卡，刷了两年不到三年，额度就登顶毕业。,1
我卡都是空的啊，没有一张卡超过100块的，随便弄吧，佛了,2
还给广发除了除开在我看来有优惠之外没啥可取之处，积分不能兑换东西需要有，还款日还没到就开始疯狂给你打电话催收，客服态度也贼差，至今还没在广发遇到一个态度好的客服,0
这样推建行，啊爱了。,1
二星狗日，啥时候升，建行小姐姐,0
不会养?需要卖卡重申，养额度也不错的,1
俺批了两千美滋滋。。,1
这么优秀青年,1
我的民生下卡额度就是终身额度,2
微信微信官方账号只需要卡和手机验证码激活,2
你是不好意思打击我么?，好伤心，直接关系到新工作的能不能留下的,0
没必要。我有不要钱的业务员。额度还不错呢,2
我就不明白了，我已经注销了交行,2
很了过久，民生效率很低,0
我接到电话半小时后回来，,2
信用额度报喜,1
代驾券卖给我，我在掌上生活没看到啊,2
瞎扯吧，我倒是不它信这个借口,0
上班的地方性有招商，直接叫卡员过来，比较快。,1
这个是你额度内的分期吧,2
运气真好，可被视为1999是银联的,1
酣畅淋漓一气呵成呀！恭喜，申卡都这样才好，拒，秒批下卡。,1
最低的话，每个月利息非常多啊。,0
没告诉你原因?为啥额度这么低,0
建议查征信报告，你可能会有欣喜，,1
CL053E！您当前无法通过网银调整账户固定，如有需要请致电卡片背面的信用卡客服热线。ErrorCode[抱歉额度。因您近期额度较少或已调整过账户固额，目前暂无法调整]消费。...,0
老哥在哪里申请需要条件吗？额度这么喜人,1
多必要，白白给年费，你是钱没吗,0
我的现在起诉了，刚刚打电话说还款的事，直接说起诉那时了。,0
哈哈哈你是每天都点吗??我最近天天点每次都拒绝,2
相当靠谱，持卡人的羊毛薅起来,1
信用卡一年消费100K后怎么弄理财白金卡?,2
哦哦哦哦哦哦，我的湖北的银行额度就还可以哦,1
平安不能碰,0
卡员上门拍照你咋过的啊？好心慌,0
这资质八成能过，额度还不会低的,2
利率是ZR19真香,1
有啊明明显示次机会??点开却不行，这是为啥啊，,0
两年了，依然额度很低,0
好坑啊??多背40万负债??加五万信用卡授信??再办卡??办贷款房贷泰舍受拖累吧？,0
未成年工商银行信用卡审核人员都是智障脑残,0
可能是用农行贷款直接还了信用卡或贷款，被系统检测到以贷还贷了。现在能提了吗？,2
这是第一个卡，首卡的额度不会太高,2
借记卡，大家不用折腾了,2
你是逾期协商还是？我没逾期，但进了黑屋，不让分期，每个月只能够还最低，利息左右，坑的不要不要的。想协商给与分期啊。有没有成功的大神指点？...,0
因为我希望??华夏银行还是比较靠谱的吧,1
他马了八个十个个逼的，我征信亦应该没什么问题呀，没有逾期记录，也没多少负债啊？怎么审批不通过呢？,0
对，而且因为还拒绝了。我用不上他家储蓄卡,0
不仅刷卡会限制，还款屁用银行，，还不给涨额度，积分还会没有。这种限制他怎么不倒闭呢,0
一个双恭喜，后期三加一,1
招商银行换我黑房子5年了?他废我还怕他？？！,0
招行多，给你撸羊毛还不好。是想要它家白金卡都不够格。招行信用卡不说多，一年最少、500羊毛有的,1
交行14年用过，半年准备提额，却直接被1Ｋ，半年期间只T过一次，其它全部真实消费，第六个的时候为了增加评分提额，还特意分期两万，但降额后电话投诉，申请提...,0
我这种给招商银行打电话已经不管了，然后只能他们这些联系我，法务部，材料组让我提供取保候审人什么的，了让就说立案了亦以后我不配合，就算还款了，也会有刑事责任，说假使我们当地有...,0
冲动，当时招行给我10万还很开心,1
我没临时前几天的了，心累啊,0
建行洗不掉卡额度再高也然并卵,0
还有个全日空东航联名的，已经注销，现在发现中信没啥羊毛了，分期还贵,0
今天在加油站用applepay支付，半天也没付成，干脆刷卡了，然后开宝箱开出来10块小额免密的红包，改天试试吧,2
不是比例，是总额。,2
去某宝上买张，上传，肯定可以过的，放心吧,2
出十六进制不管临时和固定都稳的很,1
我也是只差中行，一直推未必下来，养半年银行服务10月再战，没砖人员申个中行卡好难,0
感谢老哥耐心分享经验，不过这么麻烦不下个大山白属实对不起客户,2
催得猛么我想问爆大爆通讯录不？？,0
别网申了去当地卡部,2
下卡喜提1800费元年,1
我基本不去查征信很久以前查过一次，看到2015年还是多久的网商贷记录还有的贷款几十块几百块记录一大堆，我无语了。应该是没有什么小贷的，只京东啊借呗网商...,0
楼主申请的是B吗，农行的？,2
小黑屋一直可以提额啊人家大数据让你提就提和其他没关系是大黑屋提不了,0
四大行还是薄弱了，平均才4万出头。所以还算小白一枚,2
太直接了，给农行点赞,1
我也是，前后了八张占了六张带，现在连第九张刚下的车主白0242也是个极品，无语了！,0
有信用卡还用什么花呗借呗白条金条？直接注销，总部再碰。另外精简信用卡，太多了，没卵用,2
忘了说，工行接收融E借款的卡也是小动物结算卡，平时余额经常用来还信用卡，之前两年用过两次融E借也没问题...,2
每还一期账单，总额度就会减少一期的额，而且还占授信总额，又不是固定额度提到了12W，有什么好开心的,0
建行不是可以超额消费百分之多少的么，你为啥不行？,2
其实临时额度和永久额度的区别就在于临时额度有时间,2
对额度有影响,2
华夏这么低啊？真没见过啊,0
建行额度是万年不变的，后悔办卡太早，现在只有2万还是前几天搞个蝙蝠白才，之前多年都是一万。,0
确实是改了，大家基本都进入缓冲期了，10月降级。不过那个官方的公告在哪儿看见的？,2
我也有推荐名额，但是觉得不靠谱，怕延揽派人。,0
销，注销算了,2
。我鄙视，基金搞了好久都亏，哎,0
留，中国，农业。中信，光大，招商,2
一星首开卡给目须了50000…懵逼了,0
楼主申请从哪里，的？这个额度喜人啊,1
贷款额度我刚查可说是建行所有预审批都是暂无，也是醉了……工资卡社保卡公积金卡都是建行，一年流水边厢保守边上也有25，前几年给我下了个审信用卡，额度才2000……直接注销了，后面信用卡再也不成功了,0
雪狼用着家银行信用卡，觉得招商银行的信用卡“掌上生活”是体验最好的，没有之一！其，非常容易上手也没有那么多广告,1
可以的我就是异地下午50k，这个额度还是可以的啊,2
卡片从哪里寄出的啊？珠海？黄石？上海？寄卡会不会有短信告知快递单号啊，速度哎呀,2
哎，生气，每次提额都坑,0
初次协商请问下怎么写信到上海信访？发哪里？撰写什么内容才行？我也在搞，心累,0
搬那么多砖都才这么点额度？了气太小吧,0
8零点左右。效率还是蛮高的,1
这点额度也算高？多？？菜卡,0
费率太高，年化管理费费率你算下。都不合算,0
感觉线下都较慢,0
一次性还款？一次性的?也可以协商少量分期付款的分期付款,2
查询78次是总共78次吗，这么多么,2
再给你补一张，不同入口进入代码虽然还不代码一样，我也是笑了，不靠谱啊,0
对，而且我还拒绝了。因为用不上他家储蓄卡,0
民生两年不理我了，拜托练武兄弟狠狠地干它,0
多生活消费，勤搬砖，提额飞快！,1
加我，我帮你别人出方案，靠谱的,1
额度6万之前，同样的船务工具，同样的方法，招商的提额中远速度明显比中信快很多。,1
牛批泼辣死，每次很牛的,0
我有张上海交大的额度，还挺高,1
一星用户，狗日滴，然后我什么都干不了，贵浦发,0
磋商试试，上次浦发的磋商成功了,1
珍爱生命安信，远离广发吸血鬼,0
利率撸，可以不错,1
进过黑名单就别试图洗白了，中国银行多了去了，不在一棵树上吊死,0
PS直说，要啥时间就啥时间，技术还是不错的,1
鼎力支持人的身边注销兴业银行信用卡,0
兄弟你打下是哪个电话看过来协商的，我也工行的不协商啊,0
每次提额都是15。。。悲剧,0
打分行电话还是？搞的,0
中信真不要脸。天天打电话分期我。自己的卡永远出不了临时,0
恭喜，后期组新三加一,1
招商逾期10了，广发也逾期一天了，无助啊:'(,0
中石化官方充值油卡，没买过吗？用起来不香么,2
本金超过5万了么？没有的话，屌事没有。,2
都是同一年了。某一这额度怎么这么慢,0
小招车卡--44K,2
我的秒拒,2
分期概率大??昨天四个左右拒接??今天打了一个,2
平安里数积分，卡不是特别重要?拿金卡，,2
这次名额比上季少一点，赶紧上车，招行的活动总是很抢手,2
主要?闲着没事??又不用花钱?是申请一张玩享受，下福利，还是不错的,1
3000的路过，不知道为什么用了那么久都没提额,2
一笔七万屁事没有，还经常打电话说是怎样幼稚客户推荐什么什么理财。,0
光大有分期提额，有可能直接到8万,2
临时额度和备用金不要动，等6+1提额,2
微信关注深圳信访??我要一下，开心写信,1
石底庄的啊，额度太低了,0
建行知音白金卡是坑，不建议筹备处，网上消费性的积分是不能兑换航空里程的。天池白不能兑换航空里程，没啥用。,0
比如你想要交通银行与京东合作的联名卡，还有他家的颇受欢迎星期五、周五饭票五折等等，交通银行信用卡还有个额外好处，免息期最长56天。所以我站交通银行。,1
广发当然是标准的野鸡行五大啊，内资银行除了四大+交通+招行，其余都是农行野鸡行。,0
老哥不错?预存?我是看来提额无望了,0
另外一个的：广发白金，额度高，权益。活动期内不用，绑定vx，zfb即可。,1
激动，秒刚批了粮金卡5k！刚刚看到手机银行2的黑髯鼠,1
我注销了，410省份网点核身太麻烦，要么工作地和户籍地一致，要么户籍地是网点所在城区。上面两点有任何一点不符就必须在工作地所在的网点带工作证明才能面签。我户籍许...,0
俺批了两万卵蛤属。。,1
广发卡现在积分就是个垃圾，可能白金卡好点，普通卡根本换不了啥,0
为啥不是ems用这无语挂号信！邮政储蓄就是坑,0
这不是浪费时间吗征信不好?天啊的?白天要休息,0
过了，面签就行，甚开心了,1
是啊，那个时候都不懂。就晚了几天。忘记还了，后面打电话我才知道的。捷信太坑人了。,0
上一张销卡多久了,2
民生标白提额是很看重分期的??当年我使用标白的时候??没怎么用。后来直接取现申请的香格里拉??下卡起步6...,2
弹就一直支付宝广告要送我中信卡，一直不敢申请,0
和你资质有关，比如公积金，打卡工资，其他类的贷款等。刚放钱连日均都没有，不会有参考价值。如果能这样，论坛好多人都这样干了，但银行也不是傻子。...,2
有啊明明显示2次机会??点开却不行，哈哈这是为啥啊，好烦,0
这些要怎么提交？线下找客户经理？有点难哦,0
我打电话投诉了真的网点让我星期一去办，这浦发。是非要投诉才可以,0
:L的确没想到中行也是这种套路,0
交通就是这样的，前两年找我隔壁村的某位靓仔，估计信用卡逾期了，客服电话都打到我这来了，我问他那人犯啥事了，客服说属于公司机密不能透露。。2333333...,2
我在想这几张卡哪个权益好,2
高不是要求挺民生吗，，，黑户也能过？想送人头。,0
在哪里申的？这个卡有业务员上门吗？,2
时间了，效率很低,0
不用担心，去面签后直接下卡出额度了。小招不一样，面签没那么多幺蛾子,0
民生还搞农业区歧视,0
代发就呀能过啊？那说明是资质不错的，一般银行都会批信用卡的,1
不错，是个好斯卡啊,1
刚做了一个分期，想试试。,2
今天我2万多上门，说我先还1万多，剩下的上门，上门额度就可以提升的快了,2
民生等系统提了别白费力气了,0
在app可以查看到进度不,2
楼主怎么的啊。我的逾期三个月了??打客服电话协商根本没用,0
网贷逾期过，这也不错良好？下5w能算了,1
看清楚卡种不说，明显也是业务员什么就去申请，也不排除没忽悠。,0
我打客服短信问了，客服说很多人打电话说储蓄卡被追封了，我的也是和你的一样，只能去柜台了,0
农行谁平常积分10000就值10块！你说这个好不好？,0
建行四大行之一，龙头企业，银行界的翘楚，所以建行在积分兑换这块，我其实还不算吝啬,1
我记得我下卡就能看到额度了啊,2
我倒是觉得如果用的是本行储蓄卡银行是可以自动扣款的？,2
楼主直接投诉到银监会，别跟民生扯皮,0
靠，白金卡还有这福利？我特么金卡就只有一句生日快乐，早知道办个白金了,0
需要PS直说总之，要啥时间就啥时间，技术还是不错的,1
每天元是几百块。刚刷了一次，收到短信3985都交通银行啊哈，。还是很靠谱的,1
小黑问题不大，小昭首提难破，破了3+1还是比较稳的，按小额多笔的思路来支付宝，微信，云闪付，上十足买个打火机一两块钱的也用上，中间穿插几笔大额的Tx...,0
招商私行,2
卡招商好下瞎扯的都是说，百分之八十触发业务员上门，基本不会秒批的银行,0
弊端就是信用卡都有年费，基本上是刷六次就可以免次年，而且不限金额。,0
要求退分期手续费的年费,2
什么卡种没不说，明显是也是没看清楚就去申请，也不排除业务员忽悠。,0
这个招商就是每天电话，烦。,0
不懂是不是以前了卡搞太多腿毛,0
额度太低了，小贱提额太难了,0
没什么用提额照样婉言拒绝,0
信用卡被盗一次你就会恨死工行,0
直接网上申请。?民生普遍比较稳定，筹集的金额也不错,1
楼主玩币了吧？突然32800的xml收入。开心吧,1
我去年12月份，到现在就没有录入，只要是丢掉了，这效率低的,0
如果发送号码正确！那这么一定就是对了，太开心了吧,1
四千确实没什么用，销了也好！可了没啥注销操心的了,0
中信卡利息，真坑，建议最好不要用，我现在入坑了，了，只能上岸了,0
我们申请了第二批3000取消重新申请卡工作人员上门卡1，建行的就取消了,2
我是经历过了，下卡1年连临时额度都没有，一个贷后也没有，直接注销了,2
我利率4.8,2
你可看看e生活，里面会显示年费，看是哪种。一万15次的话，我也申。,2
从文字里看老哥还是很潇洒的，还是羡慕能做自己的人,1
如果发送号码正确！那一定就是对了，太开心了吧,1
某宝代发吗,2
建行信用卡提固定额度太坑了，办下了要卡到较就没提过。一直都是5W，临时额度还比较给力，一般可以到3W。估计这辈子也就5W建行额度了……,0
兴业银行从来个垃圾，我用兴业银行信用卡六七年没有，至上个月就是了逾期过，而且使用频繁,0
别的不知道，建行APP属实难用。和招行广发完全水平,0
去了你就输了，等，照样额度还可以的,2
忽悠你！我有工行沙芥黑白菜，想申请一个主星金卡。就秒拒！打农行卡部电话，一个老头的声音，你符合白金卡要求，不一定符合金卡要求...,0
交通银行信用卡首次新卡4W额度的路过,2
这个额度是可以的，超过10万的话，信用额度一下子就提高20,2
其实心里不舒服，资质不好下卡1万甚者，别提太辛苦了，,0
不低了，有这实力当时如果直接申请大山白，估计可以下8万,2
主要是太优秀了人工审批的那个哥们还是妹子看你不顺眼！你这么好的资质申请个的信用卡所以拒绝你,0
你哒??你是?疫情的原因么??我现在也逾期谢谢??也想这样做?写也不知道可不可以??希望棒棒能指点下了啦,1
好啥好最后坑不还得我填么？,0
转账用。所以我觉得银行转账还是惟一中行的最好，什么都不需要。APP也还行。,1
谢谢您的推荐和交通银行，昨天接到回复信用卡中心邀请我办，我问了优逸白金信用卡，客服说魔都比较白金信用卡我的情况下卡优逸好,1
保持良好的用卡用卡及还款记录。,2
临时没用，我都给了一年临时了，固定就是没动静,2
正常操作，我见过一个哥们20天才出进度，跟批不批卡关系不大，这只能说明分行效率低。,2
刚打的客服，说这张卡还没有正式发行，即使通过了，也不会收到卡片，坑不坑,0
老哥，打客服问问具体的在哪一步了，等卡好焦躁啊,0
民生拼手速累，,0
我办的也是换换的信用卡，我个人男朋友最大咖啡优点就是给我省钱。我平时拿积分去招行的啊和觉得去看看电影啊，感觉挺不错的,1
我也看到了，然后又补刷了一千，，开心的,1
我工资卡也被锁了，她好烦躁,0
怕领卡刁难。工作上回打印了一份我证明，愣是不敢进,0
小黑问题不大，小昭首提难破，破了3+1还是比较稳的，按小额多笔的思路来，支付宝，微信，云闪付轮番上阵，上十足买个打火机一两块钱的也用上，中间穿插几笔大额的Tx...,0
俺也是100多公里，10月1去了1趟，没办法 ，为了额度,2
拒绝用提额照样没什么,0
去非常重要申请了借呗，花丢钱呗，金条，白条，分期乐啥的都借过有天，征信应该很花，但是没有一笔逾期记录保持的还是很好,1
过了，面签叙伊佩县，太开心了,1
不错，是个好卡啊,1
哪个你想giao哪一个，工商银行的信用卡都不错,1
招行黑青年60k,2
已被手动拦截并主动取消和拒绝。,2
过都用小招六七年了都没接到我这种？，小招真的有警告电话的暗示不会是分期电话她没听出电话吧？,0
周六肯定没发卡浦东发展肯定是从上海发的,2
搬那么多砖都才这么点额度？太小气了吧,0
？？？这是哪个银行，哪有点坑人啊,0
有小字都是一万.我下了8000帮我试着骂吧我的也赶不上，坑不坑,0
今天招行被盗刷，处理迅速，免赔,1
提鹅恭喜,1
还有人吗？以后怎么办？我不想让他们袭击工作单位。太后悔了,2
知音白金卡是坑，不建议办，消费的积分是不能航空里程的。大山白不能兑换航空里程，没啥用。,0
江西银行100K兴业115K,2
谁知呵呵小招提额速度杠杠滴，昨天刚好从24000提到了3万，纪念一下！,1
招商银行的额度里面的贷款不用会影响你的提额时间,2
民生很到极点重视地区，有点看不起农村人,0
不会，我办理了平安的分期了用通还不错哦,1
资质齐全20w书，交通银行喜提念过,1
用中行的比较光大银行稳妥,1
上个月逾期几分钟，凌晨之后才还。?会不会是因为,2
关键是现在没实体啊一张无界一张clear借出来调平无界…刷不了啊，好心累啊‘,0
我哭了，居然要别人这么久，其他商业银行都是半年久开始了，第一次搞四大行竟然这么第三次慢,0
我交通本金1万五，6年没还了，连本带利已经涨到5万了，给我减免后还了2万3,2
看不起啊是吧，给注销了,0
电话上时有说什么费率吗？我感觉是稳的，这个卡办下来是你在帮银行的忙活，银行在求你办呢,1
8k能干嘛，额度低的可怜,0
兴业秒拒我，广发给我批5万，你说气不气。什么姿势呢？,0
建行信用卡提固定额度以至于太坑了，办下卡就没提过。一直都华夏银行是5W到，临时额度还比较给力，一般可以到3W。估计这辈子也就5W额度了……,0
我是刷一万返20-300??结果是20，太坑,0
兴业银行偷偷蒙我办了一张准贷记卡，要不是我查了信报现在还被给呢,0
办一张交通银行的信用卡还是很快的,2
半个月才征信啊,2
我的注销招商银行卡的经历简直跟你的一模一样，一年后才能注销,0
你高级单位的吧？。。。就身份证+名片就给你这么高的额度。。。佩服佩服。。。,2
